  The.Last.Treasure.Hunt.2016.1080p.WEB-DL.DD5.1.H264-FGT.3.15GB,magnet:?xt=urn:btih:d54969e0111eafda03d6f552699277651bbd56cb  ,,
  亲切的弗吉尼亚.Sweet.Virginia.2017.720p.WEB-DL.XviD.AC3-FGT.2.71GB,magnet:?xt=urn:btih:31e1da0b7de17d79d4357d8f18d7d18f4968e684  ,,
  The.Sandman.2017.720p.HDTV.x264-REGRET.1.59GB,magnet:?xt=urn:btih:ad1cf1d2683194bcec9c83c0503f5b1a5d428035  ,,
  旅程.The.Journey.2016.LiMiTED.DVDRip.x264-LPD.538.47MB,magnet:?xt=urn:btih:2f4e91097ded731c3b606edf7f11bfe8939635b6  ,,
  The.Toymaker.2017.1080p.WEB-DL.DD5.1.H264-FGT.2.9GB,magnet:?xt=urn:btih:b1358bab3611867e8d7354fcd5f73e9de32ed7ce  ,,
  总统小姐.Miss.President.2017.KOR.720p.HDRip.H264.AAC-KBS.mp4.1.6GB,magnet:?xt=urn:btih:5450bcc0aa8f3b9589b3e9296027963bd164dc71  ,,
  恶魔的耳语.Devils.Whisper.2017.720p.WEB-DL.XviD.AC3-FGT.2.27GB,magnet:?xt=urn:btih:7f5082049656825e9c6c970c043dc6970d84c15f  ,,
  ____.Glass.Garden.2017.720p.HDRip-NON.mkv.2.97GB,magnet:?xt=urn:btih:a2a5949d5c37a32ba3094ccb4a1bc84d0cc680a0  ,,
  孤女.Orpheline.2016.FRENCH.BDRip.XviD-GZR.avi.700.86MB,magnet:?xt=urn:btih:d8dbdcfb7eaee504be8db5d3953e8cdf0864e0af  ,,
  神偷联盟.Logan.Lucky.2017.720p.BluRay.H264.AAC-RARBG.1.45GB,magnet:?xt=urn:btih:31ea6a11a00982347e220bfd638f39695fa33020  ,,
  ____.The.Outlaws.2017.1280x720.HD-Movement.mp4.1.59GB,magnet:?xt=urn:btih:aa9ae2ec94d2678e04e570758a37d2db0d685da8  ,,
  西班牙之旅.The.Trip.to.Spain.2017.720p.WEB-DL.XviD.AC3-FGT.3.15GB,magnet:?xt=urn:btih:979378081c6ba3f9a9c74ae17944dd05693a3bd9  ,,
  家族之苦2.What.a.Wonderful.Family.II.2017.720p.BluRay.x264-WiKi.4.37GB,magnet:?xt=urn:btih:b9343f596fcab75a0a7c53a52630d28243a4c4d8  ,,
  异形：汇合.Alien.Convergence.2017.720p.BluRay.H264.AAC-RARBG.1.05GB,magnet:?xt=urn:btih:9c478a7a94dd6b023a0c4655c296d4f1f9a4b2e2  ,,
  蔓延的黑暗.Spreading.Darkness.2017.1080p.WEB-DL.DD5.1.H264-FGT.3.58GB,magnet:?xt=urn:btih:dbf9afabd6523c325bdc29eb5d4d61edcdcacfb0  ,,
  直到我不愿意.I.Do.Until.I.Dont.2017.720p.WEB-DL.XviD.AC3-FGT.3.34GB,magnet:?xt=urn:btih:c4e22a63cfea48ceee35cf5c42a285d46a1255ca  ,,
  我的爸爸是森林之王.The.Son.of.Bigfoot.2017.720p.WEB-DL.X264.AC3-EVO.2.39GB,magnet:?xt=urn:btih:9868b584be25c5afbec6b7e6b5a8a61f86b8d28c  ,,
  皇冠高地.Crown.Heights.2017.720p.WEB-DL.XviD.AC3-FGT.2.26GB,magnet:?xt=urn:btih:f3ee5fcde50b246c9ca4a580ced9b8ea7ef848ee  ,,
  人类办事处.The.Humanity.Bureau.2017.720p.WEB-DL.XviD.AC3-FGT.2.72GB,magnet:?xt=urn:btih:0e085d5a187dec262da02d9338505f1920cb511e  ,,
  尼罗河的希尔顿事件.the.nile.hilton.incident.2017.french.720p.bluray.x264-lost.mkv.4.37GB,magnet:?xt=urn:btih:c4b815286e56f92001f9bc647a3dd7d88085ce79  ,,
  至爱梵高.Loving.Vincent.2017.LIMITED.720p.BluRay.x264-GECKOS.2.65GB,magnet:?xt=urn:btih:760162eda7f314c78d931c633b7f7cd1407a8b48  ,,
  换皮.Replace.2017.HDRip.XviD.AC3-EVO.1.37GB,magnet:?xt=urn:btih:6839cc8f9b3ef40bde2f97c5c918c0bd7963c28b  ,,
  西谎极落之太爆太子太空舱.The.Sinking.City.Capsule.Odyssey.2017.720p.BluRay.x264-WiKi.4.96GB,magnet:?xt=urn:btih:e61f2e9ea116f82208445cbda14085f9fe98b8e0  ,,
  ___.Suicide.Made.2017.720p.HDRip-NON.mkv.2.69GB,magnet:?xt=urn:btih:0ce48d10d919fbe0a8e9b83e25a23f09c90091ea  ,,
  最后的警察.电影版.Last.Cop.The.Movie.2017.720p.BluRay.x264-WiKi.4GB,magnet:?xt=urn:btih:b452024a8034fe2f71052cf886c8966dc5c69add  ,,
  母狗.Bitch.2017.720p.WEB-DL.XviD.MP3-FGT.2.69GB,magnet:?xt=urn:btih:eb4eebe8fcdc606c5f8af18b4c27ad66de3e70cb  ,,
  拉布库拉达姐妹.Barracuda.2017.720p.WEB-DL.XviD.AC3-FGT.2.96GB,magnet:?xt=urn:btih:b658426245b7ef1421d5fbe746a075f7b673526b  ,,
  维多利亚与阿卜杜勒.Victoria.and.Abdul.2017.720p.BluRay.H264.AAC-RARBG.1.35GB,magnet:?xt=urn:btih:11dbdabf697c226632a0b25d894f9dafd1875213  ,,
  死亡半径.Radius.2017.720p.WEB-DL.XviD.AC3-FGT.3.34GB,magnet:?xt=urn:btih:389b2ed33011f4b16d322603aaa35e5bd069f66c  ,,
  京城81号2.The.House.That.Never.Dies.2017.720p.BluRay.x264-WiKi.4.96GB,magnet:?xt=urn:btih:a29db0c139089dbc008419a28afe585ab8442454  ,,
  电锯惊魂8：竖锯.Jigsaw.2017.720p.BluRay.H264.AAC-RARBG.1.12GB,magnet:?xt=urn:btih:57b02bfc5dff49a14fdebc6da15593fd5319d1dc  ,,
  沙滩鼠.Beach.Rats.2017.720p.BluRay.H264.AAC-RARBG.1.19GB,magnet:?xt=urn:btih:963374595af008c0789db655b8b98d1205ca6e70  ,,
  黑疯婆子的万圣节2.Tyler.Perrys.Boo.2.A.Madea.Halloween.2017.720p.BluRay.H264.AAC-RARBG.1.24GB,magnet:?xt=urn:btih:797503359351ff49d2d827fe5537fd740c1a6dd2  ,,
  Thumper.2017.720p.WEB-DL.XviD.AC3-FGT.2.72GB,magnet:?xt=urn:btih:894ffcf3a7684b7422d44d0006aa2b92832c9028  ,,
  魔发精灵的假期.Trolls.Holiday.2017.720p.WEB-DL.XviD.AC3-FGT.2.19GB,magnet:?xt=urn:btih:a09e85cd1ecff13702fc9ce0c6ec35e8d553ecdd  ,,
  ____.The.Fortress.2017.720p.H264.AC3-JDrerip.avi.2.92GB,magnet:?xt=urn:btih:2bbfd5d38f0277be4e7274078dbe181c66db2591  ,,
  大骚乱.Mayhem.2017.720p.BluRay.H264.AAC-RARBG.1.07GB,magnet:?xt=urn:btih:743f635cec76a0082b099b4c85abaa14b66fc39a  ,,
  No.Way.to.Live.2016.1080p.AMZN.WEBRip.DDP5.1.x264-QOQ.3.87GB,magnet:?xt=urn:btih:7ad2114c0b2f9ebc748210c5b5479bb7ebfdbfce  ,,
  Rise.of.the.Footsoldier.3.2017.720p.WEB-DL.XviD.AC3-FGT.2.91GB,magnet:?xt=urn:btih:38bf807f86fe8d2cd293d739647c11f4ff1e57cc  ,,
  Jagga间谍.Jagga.Jasoos.2017.BluRay.720p.x264.AC3.5.1-DTOne.2.74GB,magnet:?xt=urn:btih:eebf0c206cfe0913b7ef68f61449e2ae0fe42571  ,,
  大坏狐狸的故事.Le.Grand.Mechant.Renard.et.Autres.Contes.2017.FRENCH.BDRip.XviD-EXTREME.avi.701.29MB,magnet:?xt=urn:btih:802c7d0e8897241e6a3449747eb1e53a09161da1  ,,
  惊心食人族3.Jeepers.Creepers.III.2017.720p.BluRay.H264.AAC-RARBG.1.23GB,magnet:?xt=urn:btih:60cfcb9e25cf268dc0983c549947ec2e9d54bf78  ,,
  我们的爱国者.Nos.Patriotes.2017.FRENCH.720p.BluRay.x264-LOST.mkv.4.37GB,magnet:?xt=urn:btih:c16bf7e506b33c90afa11d5062e8f455368ee9da  ,,
  龙之诞生.Birth.Of.The.Dragon.2016.720p.BluRay.H264.AAC-RARBG.1.16GB,magnet:?xt=urn:btih:1d4a146b04426bbf68930a687020bb17503a08ba  ,,
  猛鬼追魂.Hellriser.2017.DVDRip.x264-SPOOKS.267.35MB,magnet:?xt=urn:btih:af83a926b585086479be2ef0093df727545ccc66  ,,
  刀剑神域：序列之争.Gekijo-ban.Sword.Art.Online.Ordinal.Scale.2017.1080p.BluRay.DTS.x264-TayTO EtHD .9.99GB,magnet:?xt=urn:btih:b7cbabbd4a912f9bf7b829873ba38597935979b8  ,,
  十一月的罪行.November.Criminals.2017.720p.WEB-DL.DD5.1.H264-FGT.2.66GB,magnet:?xt=urn:btih:0f8c37a98d1de7cc72308543140c60dbcc8ba424  ,,
  抢劫坚果店2.The.Nut.Job.2.Nutty.by.Nature.2017.720p.BluRay.H264.AAC-RARBG.1.11GB,magnet:?xt=urn:btih:df1bdb60e3561acb3094fc4186c2b2ce0aeaa4bf  ,,
  帕蒂蛋糕$.Patti.Cakes.2017.720p.WEB-DL.XviD.AC3-FGT.3.19GB,magnet:?xt=urn:btih:4d34f415195cc89fc9a802f1380bc60ae95af65f  ,,
  鬼居人.Spookers.2017.DVDRip.x264-WaLMaRT.721.37MB,magnet:?xt=urn:btih:5dec752307c44b93726a953ca820bf852785a2df  ,,
  鬼居人.Spookers.2017.DVDRip.x264-WaLMaRT.721.37MB,N  ,,
  一夜情.One.Night.Stand.2016.1080p.NF.WEBRip.DD5.1.x264-QOQ.3.7GB,magnet:?xt=urn:btih:411080339ed14ddbab17e8c6d5a6e1f544e9a075  ,,
  重启_良田.前篇.Sakurada.Reset.Part.I.2017.720p.BluRay.x264-WiKi.4GB,magnet:?xt=urn:btih:db531b3514019fb5e06900964c9c1bdf486cacc1  ,,
  恶灵弑室.Escape.Room.2017.DVDRip.x264-SPOOKS.369.42MB,magnet:?xt=urn:btih:2a554322d93740fc7aa5cc0fdbe1676ca47a3146  ,,
  Love.of.My.Life.2017.BDRip.XviD.AC3-EVO.1.4GB,magnet:?xt=urn:btih:5a782fbfbd5216ec133295a4e0c2a256b10b50c6  ,,
  Different.Flowers.2017.720p.WEB-DL.XviD.AC3-FGT.2.81GB,magnet:?xt=urn:btih:e07780d94ba7538093b8102d4c882609dd235110  ,,
  Bad.Match.2017.720p.WEB-DL.XviD.AC3-FGT.2.9GB,magnet:?xt=urn:btih:ce69943afb53dd15e936667efe805e42f0b262e4  ,,
  24小时：末路重生.24.Hours.to.Live.2017.720p.WEB-DL.XviD.AC3-FGT.2.74GB,magnet:?xt=urn:btih:8507ba738cb7d92d134b93799e676323fdb15c69  ,,
  重启_良田.后篇.Sakurada.Reset.Part.II.2017.720p.BluRay.x264-WiKi.5GB,magnet:?xt=urn:btih:7f81e8c8b5412c7647ef006ac84d59d1ae1551a4  ,,
  好时光.Good.Time.2017.720p.WEB-DL.XviD.AC3-FGT.2.96GB,magnet:?xt=urn:btih:cffaab79c580a3bf896e10866adf8b3a4477bbbf  ,,
  Another.Mothers.Son.2017.LIMITED.DVDRip.x264-CADAVER.494.29MB,magnet:?xt=urn:btih:041bde59b5f97776ff6d72fb6267befeb5e8d4c2  ,,
  布里斯比熊.Brigsby.Bear.2017.720p.BluRay.H264.AAC-RARBG.1.18GB,magnet:?xt=urn:btih:ccee19a7b857ab4929182757f331e0721e2957d6  ,,
  最美的岛屿.Most.Beautiful.Island.2017.720p.WEB-DL.XviD.AC3-FGT.2.38GB,magnet:?xt=urn:btih:bec4ba1dd8a753baabf3b40e881b3c02cdf4eeb2  ,,
  大将金昌洙.MAN.OF.WILL.2017.1920X1080.NonDRM_ FHD .mp4.4.39GB,magnet:?xt=urn:btih:032a74cfec4164ba7473d70653c5842f068542bf  ,,
  Le.serpent.aux.mille.coupures.2017.FRENCH.Bluray.X264.DTS.HDMA-BlackFlag.mkv.7.64GB,magnet:?xt=urn:btih:203609eb9cfd32c103b3f56b69556357052f3b93  ,,
  你好布拉德.Brads.Status.2017.720p.WEB-DL.XviD.MP3-FGT.2.72GB,magnet:?xt=urn:btih:369c077113ea5e176f19b6ebf4ab6251d2e1bc94  ,,
  新奇.Newness.2017.720p.WEB-DL.XviD.AC3-FGT.2.77GB,magnet:?xt=urn:btih:d7538b9b5d08eb245dc7bec5cd5d5a348fe51b68  ,,
  开心一家人.Monster.Family.2017.iTALiAN.MD.TELESYNC.XviD-iSTANCE.avi.1.22GB,magnet:?xt=urn:btih:2cb009d793944654955ab7aef30b59b9cc78a7c9  ,,
  猫咪后院之家.Neko.Atsume.House.2017.720p.BluRay.x264-WiKi.3.3GB,magnet:?xt=urn:btih:eed70effc943dd333ea5f7e7670c7ca8215352c8  ,,
  擎天无影脚黄麒英.Master.of.the.Shadowless.Kick.2016.HQ.1080p.BluRay.x264.DTS-HD.MA.2.0.DTOne.8.5GB,magnet:?xt=urn:btih:1a685d7111d6dec67b7f349ab786bf1b9115cdc1  ,,
  不干了，我开除了黑心公司.To.Each.His.Own.2017.720p.KOR.HDRip.H264.AAC-JAYENT.avi.1.77GB,magnet:?xt=urn:btih:9a25aced465b5e8bc358d80e4aa4cc03a2eed423  ,,
  Immigration.Game.2017.HDRip.XviD.AC3-EVO.1.39GB,magnet:?xt=urn:btih:bcabf5c3fbfccac8c52e207a1f7fce8d249df4c4  ,,
  地质灾难.Geo-Disaster.2017.720p.BluRay.x264-REGARDS EtHD .4.44GB,magnet:?xt=urn:btih:4951e34384c181634c97cfe8afad61cf2dc8ddbe  ,,
  Mother.Krampus.2017.BRRip.XviD.AC3-EVO.1.25GB,magnet:?xt=urn:btih:dcafc8c04b323b25b47f49fe69177e10090e07e8  ,,
  小丑回魂.It.2017.720p.BluRay.H264.AAC-RARBG.1.64GB,magnet:?xt=urn:btih:fcfbc2e5d850a3619e3a1620415f1d29f4c73bd5  ,,
  麻木不仁的混蛋们的全盛时期.The.Heyday.of.the.Insensitive.Bastards.2017.720p.WEB-DL.XviD.AC3-FGT.2.14GB,magnet:?xt=urn:btih:101ebf491a64f37b5af0c2eb8effda002bc4a7ce  ,,
  The.Devil’s.Toybox.The.Devils.Toy.Box.2017.DVDRip.x264-SPOOKS.607.85MB,magnet:?xt=urn:btih:a5cbc6775d9c27b367e41230106ccffcd73c3424  ,,
  复仇行动.Acts.Of.Vengeance.2017.720p.WEB-DL.XviD.AC3-FGT.2.56GB,magnet:?xt=urn:btih:0dd2f76fef3b4c1ea77cf26329004b8457d79810  ,,
  萌犬好声音2.Pup.Star.Better.2Gether.2017.720p.WEB.x264-STRiFE.2.5GB,magnet:?xt=urn:btih:6ca93cb47555c96b9ae34fc1149aafa94e9badfe  ,,
  私人会所.Members.Only.2017.720p.BluRay.x264-WiKi.4.05GB,magnet:?xt=urn:btih:797997d0d27b658287bc30246556cba3f5febda5  ,,
  露水风波.Crash.Pad.2017.720p.WEB-DL.XviD.AC3-FGT.2.44GB,magnet:?xt=urn:btih:65498098e04b3d8e607f52ecd894b974658bf039  ,,
  异生.OtherLife.2017.720p.WEBRip.x264-iNTENSO.1.57GB,magnet:?xt=urn:btih:412070b03fcdf64e39b2c856794225a5c80a34ed  ,,
  The.Marker.2017.HDRip.XviD.AC3-EVO.1.37GB,magnet:?xt=urn:btih:4755d1d92feb6c8c3ac93eced623d8c6dccf05a7  ,,
  丛林.Jungle.2017.720p.BluRay.H264.AAC-RARBG.1.39GB,magnet:?xt=urn:btih:8e535ac068858ac1f2ced347255d3fd168317792  ,,
  林中怪人2.Creep.2.2017.720p.WEB-DL.XviD.AC3-FGT.3.96GB,magnet:?xt=urn:btih:524e91a1ea3f388c8185810433631d014c09830f  ,,
  Found.Footage.2016.720p.WEB-DL.XviD.MP3-FGT.2.81GB,magnet:?xt=urn:btih:ac653785e98624977ad7a652c90d568731e7f342  ,,
  蜜桃女孩.Peach.Girl.2017.720p.BluRay.x264-WiKi.4.37GB,magnet:?xt=urn:btih:4665847be9277345d9aec5e61f7878bd39817ca0  ,,
  灵异空间.Flatliners.2017.720p.BluRay.H264.AAC-RARBG.1.34GB,magnet:?xt=urn:btih:786fbc3dc141c2c91b644a9d3f93d38117611dde  ,,
  牺牲复活者.Resurrected.Victims.2017.720p.HDRip.H264.AAC-JAYENT.mp4.2.34GB,magnet:?xt=urn:btih:22994611fbac2ac155c8e8f458c79806c0a8b3d9  ,,
  英格丽向西行.Ingrid.Goes.West.2017.720p.BluRay.H264.AAC-RARBG.1.2GB,magnet:?xt=urn:btih:226a059e9565a0320caa1b5a0d92e4ce4380b337  ,,
  年轻的卡尔·马克思.Le.jeune.Karl.Marx.2017.720p.BluRay.x264-HANDJOB EtHD .4.18GB,magnet:?xt=urn:btih:51a98f61266accb181c7115a35cfe4fcae7453ba  ,,
  Andrew.Santino.Home.Field.Advantage.2017.1080p.WEBRip.AAC2.0.x264-monkee.2.75GB,magnet:?xt=urn:btih:e73707c5b134f359669ff9b2bf2a53069972f366  ,,
  赛车总动员3：极速挑战.Cars.3.2017.720p.WEB-DL.XviD.AC3-FGT.2.98GB,magnet:?xt=urn:btih:ddfde10af3cd597f23b17b0514c877ba7b893b11  ,,
  玻璃城堡.The.Glass.Castle.2017.720p.WEB-DL.XviD.AC3-FGT.3.19GB,magnet:?xt=urn:btih:99abb71ca09128d679d10d572806350df9d5a643  ,,
  Christmas.Crime.Story.2017.HDRip.XviD.AC3-EVO.1.38GB,magnet:?xt=urn:btih:a1f48230a2821e50fe509549ac3c58908927d944  ,,
  一念无明.2016.国粤双语.简繁中字£CMCT无尽.3.51GB,magnet:?xt=urn:btih:e4c6a7250b05293b1db7a5a3308159bd90139c4a  ,,
  昼行闪耀的流星.Daytime.Shooting.Star.2017.720p.BluRay.x264.DTS-WiKi.4.37GB,magnet:?xt=urn:btih:2a5d3cbec89e20b079fa50b04c8e914e37d8e480  ,,
  难以忽视的真相2.An.Inconvenient.Sequel.Truth.to.Power.2017.DOCU.720p.WEB-DL.XviD.AC3-FGT.2.86GB,magnet:?xt=urn:btih:d1c798ad48f567d2ed86f130e56e211e810e57af  ,,
  3月的狮子.后篇.March.Comes.in.Like.a.Lion.2.2017.720p.BluRay.x264-WiKi.5GB,magnet:?xt=urn:btih:ae634e404658e15fc5eaeed89e3aa3eecc23fc0f  ,,
  杀破狼·贪狼.Paradox.2017.720p.BluRay.x264-WiKi.4.37GB,magnet:?xt=urn:btih:3163ef11465e83ecac9a6910e5e39886039d55d8  ,,
  罗伯特的诅咒.The.Curse.of.Robert.the.Doll.2016.720p.BluRay.H264.AAC-RARBG.986.88MB,magnet:?xt=urn:btih:8896ff61aedbb02cf092cb5f2cdb2766ac882429  ,,
  起身.Unrest.2017.1080p.AMZN.WEBRip.DDP5.1.x264-AJP69.6.32GB,magnet:?xt=urn:btih:38a4ddea5f023a10e6ba8acb3c5392dc0dfbb4fd  ,,
  短波.Shortwave.2016.720p.WEB-DL.XviD.AC3-FGT.2.31GB,magnet:?xt=urn:btih:547603fbe45018c954ff7b7dffd537e80aa4cfe9  ,,
  汉普斯特德公园.Hampstead.2017.720p.WEB-DL.XviD.AC3-FGT.3.02GB,magnet:?xt=urn:btih:6dfec00bd119c5b2c3d9800737baf7de87bfceaf  ,,
  乌鸦.Crow.2016.DVDRip.x264-SPOOKS.1010.81MB,magnet:?xt=urn:btih:f16084bdde84c0c0906aefa2045ea28c3480680d  ,,
  在哥伦布.Columbus.2017.1080p.WEB-DL.DD5.1.H264-FGT.3.86GB,magnet:?xt=urn:btih:21ecb5d8f4eb7e712de7f0ccfe5fe30905deab28  ,,
  White.Island.2016.1080p.NF.WEBRip.DD5.1.x264-QOQ.3.35GB,magnet:?xt=urn:btih:087f82392bde3327d560680d30341f8ad928c108  ,,
  冷酷探戈.Kholodnoe.tango.2017.1080p.WEB-DL.Rus.mkv.3.99GB,magnet:?xt=urn:btih:8b9e9223217eaff6debbc27439570adeb804fff6  ,,
  Wheres.the.Money.2017.720p.WEB-DL.XviD.AC3-FGT.2.27GB,magnet:?xt=urn:btih:4b09d1c134c26cfd39960cef44900292aea64359  ,,
  忌日快乐.Happy.Death.Day.2017.720p.WEB-DL.XviD.AC3-FGT.2.71GB,magnet:?xt=urn:btih:592b7284cbb9461b15be80b2e780803bb1b10b87  ,,
  神圣的誓言.Sacred.Vow.2016.1080p.AMZN.WEBRip.DDP5.1.x264-SiGMA.3.41GB,magnet:?xt=urn:btih:62b603cc1c19b6de3863b4aea0591df18706f59d  ,,
  化学切割.Chemical.Cut.2016.720p.WEBRip.x264-iNTENSO rarbg .1.34GB,magnet:?xt=urn:btih:450f0131018b53ef1dfbfb76c76481f784c0fe34  ,,
  狭隘.Tesnota.2017.WEB.DL.1080p.mkv.4.06GB,magnet:?xt=urn:btih:6e3fb3f3a001a3f9aa9afccf6b12560c7cdd9b2c  ,,
  纽约唯一活着的男孩.The.Only.Living.Boy.in.New.York.2017.720p.WEB-DL.XviD.AC3-FGT.2.59GB,magnet:?xt=urn:btih:6561e643869405301de73616d121423314b340fb  ,,
  我们不孤独.We.Are.Not.Alone.2016.1080p.NF.WEBRip.DD5.1.x264-QOQ.1.24GB,magnet:?xt=urn:btih:8886251d42eaa975a0ed7402e16d3efbaafaa36e  ,,
  被称作海贼的男人.Fueled.The.Man.They.Called.Pirate.2016.mkv.3.22GB,magnet:?xt=urn:btih:b6df92382b676bc6d986e2ed865c5f128439a7ca  ,,
  破·局.Peace.Breaker.2017.4K.2160P.WEB-DL.X264-MP44K.mp4.6.3GB,magnet:?xt=urn:btih:927a908c1c8dc31192022fc605a4dae0d6f5b82c  ,,
  舵手.Wheelman.2017.720p.NF.WEBRip.DD5.1.x264-NTG.1007.52MB,magnet:?xt=urn:btih:cafef1ac633509c1b730104e01b617a1b7712c56  ,,
  兔头男复仇记.Bunnyman.Vengeance.2017.720p.WEB-DL.XviD.AC3-FGT.2.8GB,magnet:?xt=urn:btih:227cf1db6051b6d3d4a46b4068b15b83767d81ca  ,,
  1922.2017.720p.NF.WEBRip.DD5.1.x264-NTG.1.67GB,magnet:?xt=urn:btih:84211eab550ccbb79af5729a69c55cfbe4e3cb1a  ,,
  侠盗联盟.The.Adventurers.2017.CHINESE.720p.BluRay.x264.DD5.1-FGT.4.44GB,magnet:?xt=urn:btih:2e4918509cd643f19c9375a5b8be5a2894e0235f  ,,
  浓情酒乡.Ce.qui.Nous.Lie.2017.FRENCH.720p.BluRay.x264-LOST.mkv.5.46GB,magnet:?xt=urn:btih:44557cb8ceee2e20918d5d0ffc98d3989ccdf2e4  ,,
  从未在此.Never.Here.2017.720p.WEB-DL.XviD.AC3-FGT.4.04GB,magnet:?xt=urn:btih:401a32418c2fe4aeb3a5e64274cf97318234b95f  ,,
  从未在此.Never.Here.2017.720p.WEB-DL.XviD.AC3-FGT.4.04GB,N  ,,
  复仇之火.Bad.Day.for.the.Cut.2017.720p.WEB-DL.XviD.AC3-FGT.2.57GB,magnet:?xt=urn:btih:85bb1456f466ad7f382622470b01a3c350c28e5b  ,,
  邻居.a.neighbors.deception.2017.480p.hdtv.x264.rmteam.mkv.292.66MB,magnet:?xt=urn:btih:327da21ff65ff5df8f891998cb75423bfe6bfe46  ,,
  莫娣.Maudie.2017.720p.WEB-DL.XviD.AC3-FGT.2.85GB,magnet:?xt=urn:btih:a9dc41a77457a3420bf3a8bd4f0de033fba62722  ,,
  The.Good.Nanny.2017.(Lifetime).720p.HDTV.X264.Solar.958.48MB,magnet:?xt=urn:btih:19f9f4da20fa139e70652c705240a8c5e47d9c92  ,,
  杀人者的记忆法.Memoir.of.a.Murder.2017.720p.HDRip.H264.AAC-CJCONTENTS.mp4.3.01GB,magnet:?xt=urn:btih:cadc28e88f031bb160961b40ace468591e523c55  ,,
  黑暗塔.The.Dark.Tower.2017.720p.BluRay.H264.AAC-RARBG.1.14GB,magnet:?xt=urn:btih:82f264cc678fdad5ad09e17e52b303d00c4073e1  ,,
  Sex.Guaranteed.2017.HDRip.XviD.AC3-EVO.1.39GB,magnet:?xt=urn:btih:62161b3e95f8b4db3090273151ead84ffc93bc1d  ,,
  误入魔爪.Talon.Falls.2017.720p.WEB-DL.XviD.AC3-FGT.2.25GB,magnet:?xt=urn:btih:2389e28d1c349f31e084625cf3750f29b5a5e3f1  ,,
  女演员今天也.The.Running.Actress.2017.KOR.720p.HDRip.H264.AAC-JAYENT.mp4.1.12GB,magnet:?xt=urn:btih:aadd4cffaef3351bcac48419cf1d2dcbb7173d77  ,,
  萨拉·西尔弗曼：一尘不染.Sarah.Silverman.A.Speck.of.Dust.(2017)720p.WebRip.AC3.1.08GB,magnet:?xt=urn:btih:594451452ccb9476e584bcf17e7343aab66b319c  ,,
  爱的抉择.Lembarras.du.Choix.2017.FRENCH.BDRip.XviD-EXTREME.avi.694.98MB,magnet:?xt=urn:btih:24ec37ad7b755e369c522a433367c402e88fd7b9  ,,
  Psychos.2017.Movies.720p.HDRip.XviD.ESubs.AAC.New.Source.with.Sample._rDX_.746.7MB,magnet:?xt=urn:btih:72df731ad7b6a5cccad5c4b11ac5f010954f0b7b  ,,
  如果我是男生.Si.J.Etais.Un.Homme.2017.FRENCH.BDRip.XviD-EXTREME.avi.694.84MB,magnet:?xt=urn:btih:a0ee577e066181d58df910d4c3811d9b0d5771fb  ,,
  辣手保姆.The.Babysitter.2017.720p.WEBRip.XviD.AC3-FGT.2.69GB,magnet:?xt=urn:btih:0a491fb82cab66b9e4ac57cf6935235a9ebae571  ,,
  再见德国.Bye.Bye.Germany.2017.1080p.WEB-DL.Rus.HDCLUB.YG.3.85GB,magnet:?xt=urn:btih:585e67828dc313280f65ec49d9993b5353f4728a  ,,
  迈耶罗维茨的故事.The.Meyerowitz.Stories.New.and.Selected.2017.720p.WEBRip.XviD.AC3-FGT.3.27GB,magnet:?xt=urn:btih:eb5df3b05cc39a7f605a76f9b9fbf97dc2b691ae  ,,
  沉睡.Stasis.2017.720p.WEB-DL.H264.AC3-EVO EtHD .2.64GB,magnet:?xt=urn:btih:80b0e3297a928dd8530e0bc03def6a742084fad0  ,,
  M.F.A.2017.1080p.WEB-DL.AAC2.0.H264-FGT.3.42GB,magnet:?xt=urn:btih:866e739d678c8d8d6cb17d8a5b754264fe5e332e  ,,
  负重前行.Cargo.(2017). 1080p . YTS.AG .1.46GB,magnet:?xt=urn:btih:808b2908e73f9703769e2a2b0b37e30eeae77081  ,,
  好警察坏警察2.Bon.Cop.Bad.Cop.2.2017.720p.BluRay.H264.AAC-RARBG.1.55GB,magnet:?xt=urn:btih:5c2f32ab8c69df75214a2356f10608cdaf0b59f3  ,,
  潘多拉异兽.Gremlin.2017.DVDRip.x264-FRAGMENT.477.78MB,magnet:?xt=urn:btih:61b56071844a8e9117cc2155db955ab1aeaf2bf0  ,,
  All.for.Love.2017.Hallmark.720p.HDTV.X264.Solar.1.09GB,magnet:?xt=urn:btih:378741d581f1a29a8a260662ff792d47636b15c5  ,,
  All.for.Love.2017.Hallmark.720p.HDTV.X264.Solar.1.09GB,N  ,,
  厄运.Blood.Money.2017.1080p.WEB-DL.DD5.1.H264-FGT.2.93GB,magnet:?xt=urn:btih:1f9ce068bbfd0b9e733dba2837b907599b3de4d2  ,,
  __.__.__.__.2017.1080p.FHDRip.H264.AAC.mp4.3.08GB,magnet:?xt=urn:btih:aac49fade09292e0210538182607420b869c2e12  ,,
  蝙蝠侠大战双面人.Batman.vs.Two-Face.2017.FRENCH.BDRip.XviD-EXTREME.avi.690.88MB,magnet:?xt=urn:btih:1f793c221a79a825dff7dac58d2939f0b7ad8213  ,,
